Index,imdb_score,genres
1746,7.1,"Drama,  Mystery,  Sci-Fi,  Thriller"
1747,8.0,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Musical,  Romance"
1748,7.9,"Biography,  Crime,  Drama,  History,  Music"
1749,7.6,"Action,  Adventure"
1750,5.9,"Adventure,  Animation,  Comedy,  Drama,  Family,  Musical"
1751,6.3,"Crime,  Drama,  Thriller"
1753,6.4,"Action,  Crime,  Thriller"
1754,8.2,"Action,  Thriller"
1755,6.9,Comedy
1756,7.8,"Biography,  Comedy,  Drama,  History"
1757,6.7,"Comedy,  Drama,  Music"
1758,7.5,"Biography,  Drama,  History,  Sport"
1759,7.4,"Action,  Horror,  Thriller"
1760,5.2,"Comedy,  Romance"
1762,7.6,"Comedy,  Drama"
1763,7.3,"Mystery,  Thriller"
1764,6.6,"Comedy,  Romance"
1765,6.8,"Action,  Adventure,  Thriller"
1766,6.9,"Comedy,  Romance"
1767,5.8,"Action,  Crime,  Sci-Fi,  Thriller"
1768,6.6,Comedy
1769,6.7,"Drama,  Romance,  Thriller"
1770,6.7,"Comedy,  Family,  Fantasy"
1771,6.3,"Comedy,  Drama,  Romance"
1772,7.7,"Action,  Comedy"
1773,6.1,"Action,  Comedy,  Crime"
1774,4.9,"Action,  Fantasy,  Horror,  Thriller"
1775,6.2,"Comedy,  Family"
1776,7.8,"Drama,  Romance"
1777,8.2,"Sci-Fi,  Thriller"
1778,6.9,"Adventure,  Biography"
1779,6.2,"Action,  Drama,  Thriller"
1780,6.9,"Crime,  Drama,  Thriller"
1781,4.8,"Drama,  Horror,  Thriller"
1783,5.3,"Comedy,  Fantasy,  Romance"
1784,6.7,"Comedy,  Drama,  Sport"
1785,5.4,"Action,  Comedy,  Family"
1786,5.4,"Comedy,  Family,  Fantasy"
1787,4.9,"Action,  Horror,  Sci-Fi"
1788,6.1,"Comedy,  Drama"
1789,5.8,"Action,  Horror,  Romance"
1790,7.0,"Biography,  Drama,  History,  War"
1791,6.5,"Comedy,  Drama,  Romance"
1792,6.6,"Action,  Comedy,  Crime"
1794,5.7,"Action,  Crime,  Drama,  Thriller"
1795,6.6,"Action,  Adventure,  Thriller"
1796,7.0,"Comedy,  Romance"
1797,7.4,Drama
1798,5.3,"Comedy,  Drama,  Romance"
1799,7.4,"Adventure,  Drama,  History"
1800,7.4,"Crime,  Drama,  Romance,  Thriller"
1801,6.8,"Drama,  Thriller"
1803,7.2,"Action,  Adventure,  Sci-Fi,  Thriller"
1804,6.0,Drama
1805,7.8,"Adventure,  Drama,  Family,  Fantasy"
1806,6.6,"Crime,  Drama,  Mystery,  Thriller"
1807,7.9,"Action,  Comedy,  Crime,  Music"
1809,5.7,"Comedy,  Music"
1810,7.1,"Comedy,  Drama,  Romance"
1811,5.6,"Action,  Comedy,  Horror"
1812,7.8,"Crime,  Drama,  Mystery,  Thriller"
1813,7.9,"Adventure,  Drama,  History"
1814,6.9,"Drama,  History,  Thriller"
1816,7.7,"Action,  Drama,  Fantasy,  Mystery,  Sci-Fi,  Thriller"
1817,6.9,"Biography,  Drama,  History,  Romance"
1820,6.0,"Action,  Crime,  Drama,  History,  Western"
1821,6.2,"Horror,  Mystery,  Thriller"
1822,5.9,"Crime,  Drama,  Mystery,  Thriller"
1823,6.8,"Comedy,  Drama,  Family"
1824,3.6,"Action,  Adventure,  Comedy,  Family,  Sci-Fi"
1825,6.7,"Crime,  Drama,  Thriller"
1826,6.3,"Action,  Comedy,  Crime,  Thriller"
1827,6.4,"Comedy,  Crime,  Drama"
1828,6.4,"Crime,  Horror,  Mystery,  Thriller"
1829,5.7,"Comedy,  Drama"
1830,6.2,"Drama,  Thriller"
1832,5.2,"Action,  Comedy,  Crime"
1833,6.1,"Comedy,  Family,  Fantasy,  Music,  Romance"
1834,7.1,"Comedy,  Romance"
1835,7.2,"Comedy,  Drama,  Romance"
1836,6.5,"Crime,  Drama,  Mystery,  Thriller"
1837,6.0,"Action,  Comedy,  Crime"
1838,7.0,"Action,  Comedy,  Crime"
1839,7.0,"Comedy,  Drama,  Romance"
1840,7.5,"Drama,  Romance,  Western"
1841,6.6,"Drama,  Horror,  Sci-Fi,  Thriller"
1843,7.4,"Drama,  History,  War"
1844,6.5,"Mystery,  Thriller"
1845,6.2,"Horror,  Thriller"
1846,7.8,"Adventure,  Comedy,  Crime,  Music"
1847,5.2,"Action,  Fantasy,  Horror"
1848,6.5,"Comedy,  Crime,  Drama"
1849,6.5,"Comedy,  Drama,  Romance"
1850,5.2,"Action,  Adventure,  Comedy,  Sci-Fi,  Thriller"
1851,7.2,"Action,  Crime,  Drama,  Western"
1852,7.1,"Drama,  Thriller"
1853,4.5,"Action,  Adventure,  Comedy,  Family,  Romance,  Sci-Fi"
1854,5.7,"Comedy,  Romance"
1855,6.0,"Drama,  Mystery,  Romance,  Thriller"
1856,6.4,"Crime,  Mystery,  Thriller"
1857,5.2,"Comedy,  Romance"
1858,4.3,"Action,  Fantasy,  Romance,  Sci-Fi"
1859,6.1,"Crime,  Drama,  Thriller"
1861,6.8,"Comedy,  Crime,  Mystery,  Romance"
1863,5.2,"Adventure,  Family"
1864,6.5,"Action,  Mystery,  Sci-Fi,  Thriller"
1865,7.5,"Drama,  Mystery,  Romance,  Thriller"
1866,7.1,Drama
1867,6.9,"Comedy,  Drama,  Family,  Romance"
1868,8.0,Drama
1869,8.2,Drama
1870,6.4,"Biography,  Drama,  History"
1871,7.9,"Action,  Thriller"
1872,6.7,"Drama,  Romance"
1873,6.1,"Action,  Drama,  Music,  Romance"
1874,8.9,"Biography,  Drama,  History"
1875,8.1,Drama
1876,6.2,"Biography,  Drama,  Thriller"
1877,4.9,"Adventure,  Comedy,  Family,  Fantasy,  Horror,  Mystery"
1879,5.8,"Action,  Horror,  Thriller"
1881,6.0,"Action,  Adventure,  Animation,  Comedy,  Family,  Sci-Fi"
1882,7.0,"Action,  Adventure,  Horror,  Sci-Fi"
1883,6.0,"Action,  Adventure,  Comedy,  Family,  Sci-Fi"
1884,7.9,"Crime,  Drama,  Thriller"
1885,8.1,"Crime,  Drama,  Thriller"
1886,6.2,"Action,  Comedy,  Crime,  Romance"
1887,6.7,"Comedy,  Drama,  Romance"
1888,7.3,"Drama,  Romance"
1889,4.6,Comedy
1890,6.1,"Comedy,  Family"
1891,6.2,"Comedy,  Romance"
1892,7.8,"Action,  Biography,  Drama,  History,  Romance,  Western"
1893,6.1,"Action,  Crime,  Thriller"
1895,5.8,Horror
1896,6.5,"Drama,  Romance"
1897,7.2,"Adventure,  Drama,  Family,  Fantasy"
1898,7.8,"Biography,  Drama,  Family"
1899,4.7,"Comedy,  Drama"
1900,6.8,"Action,  Adventure,  Drama,  Thriller"
1901,5.9,"Drama,  Horror,  Mystery,  Thriller"
1902,7.2,Comedy
1903,8.7,"Biography,  Crime,  Drama"
1904,5.0,"Action,  Adventure,  Comedy,  Crime,  Family,  Romance,  Thriller"
1905,6.6,"Comedy,  Family,  Fantasy"
1906,8.3,"Crime,  Drama"
1907,6.7,"Action,  Adventure,  Comedy,  Crime"
1908,7.8,"Biography,  Drama,  History"
1909,6.5,"Action,  Crime,  Drama,  Thriller"
1910,6.1,"Action,  Comedy,  Crime,  Thriller"
1911,8.1,Drama
1912,5.2,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
1913,5.6,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Musical"
1914,5.8,"Action,  Comedy"
1915,6.6,"Comedy,  Drama,  Family,  Romance"
1916,6.6,"Action,  Crime,  Drama,  Thriller"
1917,5.5,"Comedy,  Romance"
1919,7.0,"Biography,  Drama,  Sport"
1920,6.5,"Drama,  Romance,  Sci-Fi"
1921,5.8,"Comedy,  Drama,  Family,  Romance"
1922,5.6,Horror
1923,5.6,"Comedy,  Romance"
1924,5.8,"Action,  Crime,  Drama,  Thriller"
1925,7.6,"Drama,  Romance"
1926,6.4,"Comedy,  Romance"
1927,6.3,"Comedy,  Family"
1928,4.6,"Action,  Adventure,  Horror,  Thriller"
1929,6.5,"Crime,  Drama,  Thriller"
1930,7.5,"Drama,  Music"
1931,7.5,"Biography,  Drama,  History"
1932,5.3,"Comedy,  Fantasy,  Horror,  Romance"
1933,7.5,"Action,  Drama,  History,  War"
1934,3.3,"Comedy,  Family,  Music"
1936,3.5,"Action,  Comedy,  Music"
1937,9.3,"Crime,  Drama"
1938,4.8,"Adventure,  Comedy,  Crime"
1939,6.9,"Comedy,  Sport"
1940,6.0,"Crime,  Drama,  Thriller"
1941,7.3,Drama
1943,6.6,"Comedy,  Drama,  Romance"
1944,7.5,"Biography,  Comedy,  Drama,  Sport"
1945,6.9,"Drama,  Sport"
1946,6.8,"Comedy,  Drama,  Romance"
1949,6.4,"Action,  Crime,  Drama,  Mystery,  Thriller"
1950,5.6,"Fantasy,  Horror,  Thriller"
1951,6.3,"Action,  Crime,  Thriller"
1952,7.3,"Comedy,  Drama,  Romance,  Thriller"
1953,6.6,Comedy
1954,4.6,"Action,  Crime,  Thriller"
1955,5.1,"Adventure,  Comedy,  Family,  Romance"
1956,5.6,Drama
1957,5.3,"Adventure,  Family,  Fantasy,  Musical"
1959,5.6,"Drama,  Fantasy,  Mystery,  Thriller"
1960,5.9,Horror
1961,4.7,"Comedy,  Drama,  Romance"
1962,4.8,"Horror,  Mystery,  Thriller"
1963,6.8,"Comedy,  Drama,  Romance"
1964,5.4,"Action,  Crime,  Mystery,  Romance,  Thriller"
1965,5.1,"Comedy,  Crime"
1966,7.0,"Biography,  Crime,  Drama,  History,  Thriller"
1968,4.0,"Horror,  Thriller"
1969,7.3,Drama
1970,6.8,"Drama,  Sport"
1973,7.0,"Crime,  Drama,  History"
1974,7.1,"Biography,  Drama,  Sport"
1975,6.9,"Biography,  Drama,  History"
1976,7.3,"Action,  Adventure,  Comedy,  Fantasy"
1978,8.2,"Drama,  Sport"
1979,7.1,"Biography,  Drama,  Thriller,  War"
1980,7.7,"Drama,  History,  War"
1981,6.5,"Drama,  War"
1982,4.9,"Drama,  Music,  Mystery,  Romance,  Thriller"
1983,6.4,"Drama,  Mystery,  Thriller"
1984,5.9,"Horror,  Thriller"
1985,6.2,"Comedy,  Drama,  Romance"
1986,5.8,"Action,  Drama,  Thriller"
1987,6.7,"Comedy,  Drama"
1988,5.9,"Action,  Crime,  Drama,  Thriller"
1989,7.3,"Adventure,  Drama"
1991,4.1,"Action,  Comedy,  Crime,  Drama,  Thriller"
1992,4.9,"Comedy,  Romance"
1993,7.9,"Biography,  Drama,  Sport"
1994,5.6,"Action,  Adventure,  Crime,  Drama,  Thriller"
1995,5.2,"Action,  Comedy,  Sci-Fi"
1996,4.1,"Comedy,  Crime"
1997,6.6,"Drama,  Mystery,  Sci-Fi,  Thriller"
1998,2.9,"Action,  Adventure,  Fantasy,  Horror"
2000,6.5,"Crime,  Drama,  Mystery,  Thriller"
2002,7.2,"Biography,  Drama,  Sport"
2003,6.8,Drama
2004,7.8,"Crime,  Drama,  Mystery,  Romance"
2005,6.7,"Crime,  Drama"
2007,7.1,"Comedy,  Drama"
2008,5.7,"Comedy,  Drama,  Romance,  Sport"
2011,5.3,"Crime,  Drama,  Thriller"
2016,7.7,"Drama,  Romance"
2017,6.1,"Adventure,  Drama"
2018,7.3,"Adventure,  Comedy,  Sci-Fi"
2019,7.2,"Drama,  Sport"
2020,5.3,"Action,  Crime,  Sport,  Thriller"
2021,6.1,"Horror,  Mystery"
2022,5.8,"Action,  Drama,  Western"
2023,5.7,"Comedy,  Romance"
2024,6.7,"Comedy,  Crime"
2025,6.5,"Drama,  Music,  Romance"
2026,7.2,Comedy
2027,7.6,"Comedy,  Drama,  Fantasy"
2028,4.6,"Horror,  Mystery"
2029,6.9,"Comedy,  Drama,  Romance"
2030,6.6,"Comedy,  Romance"
2031,6.3,"Comedy,  Crime,  Drama"
2032,6.2,"Comedy,  War"
2033,5.3,"Action,  Comedy,  Crime,  Thriller"
2034,7.3,"Biography,  Drama"
2035,5.6,"Comedy,  Romance"
2036,6.2,"Adventure,  Comedy,  Family,  Fantasy,  Music,  Sci-Fi"
2037,5.2,"Adventure,  Family,  Fantasy,  Music,  Musical"
2038,5.3,"Comedy,  Sport"
2039,5.4,"Comedy,  Drama,  Sport"
2040,4.9,"Comedy,  Romance"
2041,5.5,"Comedy,  Horror"
2042,6.7,"Biography,  Drama,  Music,  Musical"
2044,7.2,"Action,  Adventure,  Animation,  Comedy,  Fantasy"
2045,5.1,"Drama,  Romance"
2046,6.5,"Action,  Crime,  Drama,  Thriller"
2047,8.2,"Adventure,  Animation,  Family,  Fantasy"
2048,7.7,"Adventure,  Comedy,  Horror,  Sci-Fi"
2049,7.2,"Action,  Adventure,  Drama,  Romance"
2050,6.1,"Comedy,  Sport"
2051,8.8,"Action,  Adventure,  Fantasy,  Sci-Fi"
2052,6.8,"Action,  Comedy,  Crime,  Drama,  Thriller"
2053,6.8,"Comedy,  Crime"
2054,6.7,"Horror,  Thriller"
2055,7.1,Drama
2056,7.1,"Horror,  Sci-Fi"
2057,6.1,"Comedy,  Romance"
2058,8.0,"Drama,  Romance,  Sci-Fi"
2059,7.5,"Biography,  Comedy,  Drama,  Sport"
2060,6.6,"Mystery,  Thriller"
2061,5.4,"Adventure,  Family,  Fantasy"
2062,6.1,"Comedy,  Drama"
2063,6.1,"Comedy,  Romance"
2064,5.6,"Comedy,  Crime"
2065,5.8,"Action,  Thriller"
2066,2.8,"Adventure,  Horror,  Thriller"
2067,6.7,Drama
2068,5.1,"Biography,  Comedy,  Drama,  Family,  Sport"
2069,7.2,"Drama,  Romance"
2070,6.0,"Action,  Crime,  Drama,  Thriller,  Western"
2072,6.7,"Biography,  Drama"
2074,6.2,"Comedy,  Drama,  Romance"
2076,6.2,Drama
2078,6.8,"Fantasy,  Horror"
2079,7.1,"Adventure,  Comedy,  Sci-Fi"
2080,7.1,"Drama,  War"
2081,7.0,"Drama,  Fantasy,  Romance,  Thriller"
2082,7.1,"Comedy,  Romance"
2083,6.4,"Comedy,  Drama,  Family,  Fantasy"
2084,7.0,"Drama,  Family,  Sport"
2085,6.2,"Comedy,  Family,  Sport"
2086,7.5,"Drama,  Romance"
2087,4.8,"Comedy,  Sci-Fi"
2089,7.3,"Comedy,  Drama"
2090,5.8,"Action,  Crime,  Drama,  Mystery,  Thriller"
2091,7.6,Drama
2092,5.6,"Biography,  Drama,  History"
2093,7.0,"Action,  Fantasy,  Thriller"
2094,6.6,"Drama,  Thriller"
2095,6.5,"Comedy,  Crime,  Drama,  Thriller"
2096,7.4,"Biography,  Drama,  Romance"
2097,4.6,Comedy
2098,6.4,"Comedy,  Drama"
2099,6.0,"Drama,  Horror,  Sci-Fi,  Thriller"
2101,5.9,"Comedy,  Crime,  Romance"
2102,6.4,"Comedy,  Family"
2103,6.6,"Crime,  Drama,  Romance,  Thriller"
2104,6.9,Comedy
2105,6.9,"Action,  Adventure,  Romance,  Sci-Fi,  Thriller"
2106,5.8,"Crime,  Drama,  Mystery,  Thriller"
2107,6.4,"Comedy,  Mystery"
2108,5.3,"Comedy,  Music"
2109,6.5,"Action,  Crime,  Drama,  Thriller"
2110,5.7,"Adventure,  Comedy,  Family,  Fantasy"
2111,6.7,Comedy
2112,3.9,"Action,  Crime,  Sci-Fi,  Thriller"
2113,4.1,"Action,  Adventure,  Fantasy,  Sci-Fi,  Thriller"
2114,6.2,"Comedy,  Drama,  Musical,  Romance,  War"
2115,3.8,"Comedy,  Family,  Romance"
2116,5.1,"Action,  Crime,  Thriller"
2118,7.8,"Drama,  Thriller,  War"
2119,7.8,"Drama,  History,  Music,  Romance,  War"
2120,6.1,"Action,  Comedy,  Romance"
2121,5.8,"Comedy,  Crime,  Thriller"
2122,6.3,"Drama,  Mystery,  Thriller"
2124,5.4,"Drama,  Thriller"
2125,7.3,"Comedy,  History"
2126,6.8,"Crime,  Drama,  Thriller"
2127,7.3,"Crime,  Drama,  Mystery,  Thriller"
2128,6.5,"Adventure,  Comedy"
2129,7.2,"Crime,  Drama,  Thriller"
2131,6.3,"Comedy,  Romance"
2132,5.9,"Action,  Adventure,  Thriller"
2133,7.8,"Animation,  Comedy,  Fantasy,  Musical"
2134,7.4,Comedy
2135,4.8,"Action,  Adventure,  Comedy,  Family,  Fantasy,  Sci-Fi"
2136,6.3,"Drama,  Sport"
2137,7.8,"Comedy,  Drama,  Romance"
2138,7.5,"Biography,  Crime,  Drama"
2140,6.8,"Action,  Crime,  Thriller"
2141,6.6,"Action,  Drama,  Sport"
2142,4.6,"Horror,  Sci-Fi,  Thriller"
2144,7.1,"Comedy,  Drama,  Romance"
2145,6.1,"Comedy,  Drama"
2146,6.7,"Drama,  Romance"
2147,7.1,"Drama,  Mystery,  Thriller"
2148,5.8,"Comedy,  Drama,  Romance"
2149,6.7,Drama
2150,5.8,"Comedy,  Musical"
2151,6.8,"Horror,  Sci-Fi,  Thriller"
2152,8.5,"Action,  Adventure"
2153,6.6,"Adventure,  Comedy,  Family"
2154,7.7,"Drama,  Sci-Fi"
2155,4.7,"Drama,  Horror,  Sci-Fi,  Thriller"
2156,6.4,"Action,  Comedy,  Crime,  Thriller"
2157,5.5,Comedy
2158,8.6,"Crime,  Drama,  Horror,  Thriller"
2159,7.0,"Comedy,  Music"
2160,7.1,"Action,  Comedy,  Documentary"
2161,5.7,"Adventure,  Horror,  Thriller"
2162,3.7,"Adventure,  Comedy,  Drama,  Family,  Romance"
2163,7.5,"Horror,  Mystery,  Thriller"
2164,4.6,"Adventure,  Comedy,  Family,  Romance"
2165,4.9,Comedy
2166,6.9,"Drama,  Mystery,  Thriller"
2167,7.1,"Comedy,  Music"
2168,5.8,"Action,  Adventure,  Fantasy,  Sci-Fi,  Thriller"
2169,7.0,"Drama,  Mystery,  Romance,  Thriller"
2170,5.4,"Comedy,  Crime"
2171,7.3,"Comedy,  Drama"
2172,7.1,"Adventure,  Comedy,  Drama,  Family,  Mystery"
2173,5.8,"Drama,  Family,  Music,  Romance"
2174,8.1,"Biography,  Drama,  History"
2175,5.7,"Comedy,  Drama,  Music,  Romance"
2176,4.4,"Comedy,  Drama,  Romance"
2177,7.9,"Fantasy,  Romance"
2178,7.6,"Drama,  Romance"
2179,4.8,"Comedy,  Crime,  Drama"
2182,2.7,"Comedy,  Romance"
2183,5.8,"Adventure,  Animation,  Family,  Fantasy"
2184,7.5,"Biography,  Drama,  History"
2185,5.4,"Adventure,  Animation,  Family,  Musical"
2186,4.1,"Drama,  Horror,  Mystery,  Thriller"
2187,5.9,"Drama,  Mystery,  Thriller"
2188,6.3,"Animation,  Comedy,  Drama,  Family,  Musical"
2190,6.8,"Adventure,  Family"
2192,2.3,"Adventure,  Comedy"
2193,6.9,"Adventure,  Fantasy"
2194,8.1,"Biography,  Crime,  Drama,  History"
2195,6.1,"Crime,  Drama,  Thriller"
2196,5.0,"Horror,  Thriller"
2197,5.5,"Comedy,  Drama,  Romance"
2198,6.2,"Adventure,  Comedy,  Fantasy,  Music,  Sci-Fi"
2199,6.2,"Comedy,  Drama,  Romance,  Thriller"
2201,6.3,"Crime,  Drama,  Thriller"
2202,6.7,"Biography,  Drama,  Music"
2203,3.5,Comedy
2204,7.5,Drama
2205,6.6,"Comedy,  Drama"
2206,7.5,"Drama,  Mystery"
2207,7.2,"Action,  Comedy"
2208,4.8,"Horror,  Thriller"
2209,6.6,"Crime,  Drama,  Mystery,  Thriller"
2210,3.5,Comedy
2212,7.6,"Biography,  Drama,  History"
2213,6.3,"Action,  Adventure,  Drama,  Mystery"
2214,5.5,Horror
2215,6.3,"Adventure,  Comedy"
2216,6.5,"Crime,  Drama,  Mystery,  Thriller"
2218,6.9,"Drama,  Thriller"
2219,7.6,"Comedy,  Drama,  Music,  Romance"
2220,3.9,"Horror,  Mystery"
2221,6.1,"Crime,  Drama,  Thriller"
2222,7.3,"Crime,  Drama,  Romance,  Thriller"
2223,8.3,"Drama,  Fantasy,  Romance,  Sci-Fi"
2224,5.8,"Comedy,  Family,  Romance"
2225,6.8,"Action,  Crime,  Drama,  Thriller"
2226,7.0,"Action,  Comedy,  Sci-Fi"
2227,5.9,"Comedy,  Crime,  Family,  Mystery,  Romance,  Thriller"
2228,6.5,"Action,  Horror,  Sci-Fi,  Thriller"
2229,6.4,"Comedy,  Romance"
2230,5.8,"Adventure,  Comedy,  Family,  Romance"
2231,5.1,"Horror,  Thriller"
2232,6.8,"Action,  Adventure,  Drama,  Romance,  Western"
2233,5.3,"Adventure,  Animation,  Comedy,  Family,  Romance"
2234,5.3,"Action,  Fantasy,  Horror,  Thriller"
2236,4.9,"Comedy,  Family,  Fantasy"
2237,6.8,"Comedy,  Crime,  Drama"
2240,6.1,"Action,  Horror,  Thriller"
2242,8.5,"Horror,  Mystery,  Thriller"
2243,5.9,"Comedy,  Romance"
2244,6.3,"Drama,  Romance"
2245,5.9,"Comedy,  Drama"
2246,5.4,Comedy
2248,6.9,"Comedy,  Drama,  Family"
2249,7.5,Drama
2250,8.2,"Adventure,  Biography,  Drama"
2251,5.9,Comedy
2252,5.0,"Adventure,  Drama,  Horror,  Mystery,  Thriller"
2253,7.3,"Crime,  Fantasy,  Horror"
2254,6.4,"Animation,  Family,  Fantasy,  Mystery"
2255,6.6,"Comedy,  Drama,  Romance"
2256,7.8,"Action,  Comedy,  Crime,  Fantasy"
2258,4.0,"Comedy,  Family,  Music,  Musical"
2259,7.6,Drama
2260,7.7,Drama
2261,5.8,"Action,  Crime,  Drama,  Thriller"
2262,5.2,"Drama,  Fantasy,  Romance"
2263,5.6,"Comedy,  Romance"
2264,5.3,"Comedy,  Romance"
2266,6.6,"Biography,  Drama,  History"
2268,1.9,Comedy
2269,5.7,"Action,  Crime,  Thriller"
2270,6.6,"Action,  Comedy,  Crime,  Thriller"
2271,6.0,"Comedy,  Romance"
2272,6.1,"Action,  Adventure,  Sci-Fi,  Thriller"
2273,4.8,Comedy
2274,6.2,"Action,  Crime,  Sci-Fi,  Thriller"
2275,7.5,"Comedy,  Crime"
2276,6.3,"Biography,  Drama,  History"
2277,7.1,"Drama,  Mystery,  Romance,  Thriller,  War"
2278,6.6,"Comedy,  Drama"
2279,6.1,"Action,  Crime,  Drama,  Sport"
2280,6.7,"Comedy,  Drama,  Fantasy,  Romance"
2281,5.6,"Action,  Crime,  Thriller"
2282,7.2,"Drama,  Fantasy,  Horror,  Mystery"
2283,4.3,"Action,  Comedy,  Family"
2284,6.4,Comedy
2285,7.1,"Comedy,  Drama,  Music,  War"
2286,6.3,"Action,  Crime,  Drama,  Thriller"
2287,7.4,Comedy
2288,6.1,"Comedy,  Romance"
2289,6.6,"Comedy,  Drama"
2290,6.0,"Comedy,  Crime"
2291,6.8,"Comedy,  Musical,  Romance"
2292,7.4,Comedy
2293,6.8,"Action,  Crime,  Thriller"
2294,7.2,"Adventure,  Drama"
2295,1.9,"Comedy,  Family,  Sci-Fi"
2296,5.5,"Action,  Comedy,  Crime"
2297,4.5,"Action,  Comedy,  Crime"
2298,6.3,"Comedy,  Crime,  Music"
2300,6.7,"Comedy,  Crime,  Drama,  Mystery,  Romance"
2301,2.8,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
2302,5.0,"Drama,  Music"
2304,4.3,"Comedy,  Fantasy"
2305,5.6,"Action,  Comedy,  Crime,  Thriller"
2306,6.2,"Drama,  Horror,  Sci-Fi,  Thriller"
2307,5.3,"Adventure,  Comedy"
2308,7.4,"Biography,  Comedy,  Drama,  History,  Music,  Musical"
2310,6.5,"Biography,  Drama,  Thriller"
2311,7.1,"Animation,  Drama,  Mystery,  Sci-Fi,  Thriller"
2312,7.2,"Biography,  Drama,  Sport"
2313,2.3,"Horror,  Sci-Fi"
2314,6.4,"Comedy,  Drama,  Family,  Music,  Romance"
2315,6.1,"Drama,  Mystery,  Romance,  Thriller"
2316,7.0,"Action,  Crime,  Drama,  Thriller"
2318,7.0,"Biography,  Drama"
2319,7.0,"Biography,  Drama,  Music"
2320,4.9,"Action,  Thriller"
2321,6.9,"Adventure,  Comedy,  Drama,  Romance"
2322,7.5,"Comedy,  Drama,  Romance"
2323,8.4,"Adventure,  Animation,  Fantasy"
2324,6.9,"Comedy,  Drama,  Mystery,  Romance,  Thriller,  War"
2325,4.5,"Biography,  Comedy,  Musical"
2326,7.4,"Crime,  Drama,  Western"
2327,7.0,"Biography,  Drama,  Sport"
2328,2.8,"Comedy,  Music"
2329,7.5,"Action,  Drama,  Sci-Fi,  Thriller"
2330,7.1,"Drama,  War"
2331,6.4,"Crime,  Drama,  Romance,  Thriller"
2333,5.3,"Drama,  Romance"
2334,6.9,"Action,  Adventure,  Animation,  Family,  Sci-Fi,  Thriller"
2335,6.2,"Drama,  History,  Sport"
2337,6.4,"Action,  Adventure,  Drama,  History,  Romance"
2340,5.1,"Action,  Comedy,  Crime,  Fantasy,  Horror,  Mystery,  Sci-Fi,  Thriller"
2341,5.5,"Crime,  Drama,  Mystery"
2343,5.4,"Comedy,  Drama,  Fantasy,  Romance"
2354,7.5,"Drama,  Romance"
2355,7.4,"Action,  Biography,  Crime,  Drama"
2356,8.0,"Adventure,  Drama,  Western"
2357,5.7,Comedy
2358,6.8,"Crime,  Drama,  Mystery,  Thriller"
2359,5.9,"Comedy,  Family,  Romance"
2360,7.2,"Horror,  Mystery"
2361,5.5,Horror
2363,8.5,"Adventure,  Comedy,  Sci-Fi"
2364,5.6,"Horror,  Mystery,  Thriller"
2365,4.1,"Comedy,  Drama"
2367,6.1,"Comedy,  Drama,  Romance"
2368,5.4,"Comedy,  Romance"
2369,7.1,"Biography,  Drama,  Thriller"
2371,3.6,"Adventure,  Comedy,  Drama,  Family,  Fantasy"
2372,6.5,"Horror,  Thriller"
2373,8.6,"Adventure,  Animation,  Family,  Fantasy"
2375,7.0,"Action,  Adventure,  Drama,  History,  Romance"
2376,7.6,"Drama,  War"
2377,6.5,"Adventure,  Comedy,  Romance"
2378,6.4,"Comedy,  Romance"
2380,6.3,"Comedy,  Drama,  Romance"
2382,5.7,"Family,  Fantasy,  Music"
2383,6.3,"Crime,  Drama,  Music,  Thriller"
2385,6.0,"Drama,  Horror,  Mystery,  Thriller"
2386,7.7,"Comedy,  Drama"
2387,6.2,Horror
2389,7.7,"Adventure,  Comedy,  Drama"
2390,6.4,"Comedy,  Fantasy,  Romance"
2391,6.4,Comedy
2392,6.9,"Action,  Comedy,  Crime,  Fantasy"
2393,7.3,"Comedy,  Drama,  Family,  Fantasy,  Romance"
2394,7.3,Comedy
2395,6.2,"Comedy,  Romance"
2396,6.6,"Action,  Adventure,  Sci-Fi"
2397,6.7,"Drama,  Horror,  Thriller"
2398,5.7,"Comedy,  Romance"
2399,3.1,"Action,  Drama,  Fantasy,  Mystery,  Thriller"
2400,6.3,"Comedy,  Drama,  Romance"
2401,5.7,"Comedy,  Drama"
2402,7.1,"Comedy,  Crime,  Drama"
2403,7.0,"Comedy,  Crime"
2404,6.1,"Comedy,  Family,  Romance"
2405,6.6,"Comedy,  Family"
2406,7.8,"Action,  Horror,  Sci-Fi"
2407,8.3,"Biography,  Drama,  History,  Music"
2408,3.9,"Horror,  Mystery"
2409,7.0,Comedy
2410,6.7,"Comedy,  Drama,  Romance"
2411,7.3,"Drama,  Mystery"
2413,6.3,"Comedy,  Drama,  Fantasy,  Romance"
2414,7.8,"Comedy,  Drama,  Romance"
2415,7.3,Drama
2416,7.6,"Drama,  History,  Thriller"
2417,5.3,"Drama,  Music,  Romance"
2418,7.9,"Drama,  History,  War"
2419,5.3,"Action,  Comedy"
2420,6.8,"Fantasy,  Horror"
2421,7.1,"Biography,  Drama,  Family,  Sport"
2423,5.8,"Comedy,  Crime,  Drama"
2424,5.8,"Action,  Adventure,  Fantasy"
2425,8.3,"Biography,  Drama,  Sport"
