Index,imdb_score,genres
4376,6.7,"Drama,  Horror"
4381,7.5,"Crime,  Drama"
4382,6.3,"Horror,  Thriller"
4383,6.3,"Comedy,  Crime,  Romance"
4384,6.8,"Drama,  Romance"
4385,7.8,"Drama,  Romance"
4386,6.9,"Drama,  Romance"
4393,7.2,"Comedy,  Drama,  Romance"
4398,7.2,"Crime,  Drama,  Romance"
4399,5.4,"Drama,  Mystery"
4401,7.4,"Action,  Horror,  Thriller"
4402,7.1,"Comedy,  Drama,  Romance"
4403,6.8,"Action,  Biography,  Drama,  Sport"
4406,7.4,"Comedy,  Drama"
4407,6.7,"Comedy,  Drama,  Romance"
4411,7.2,"Drama,  Mystery,  Romance"
4412,7.5,"Comedy,  Crime,  Drama,  Romance"
4413,6.8,"Fantasy,  Horror,  Mystery,  Thriller"
4415,7.9,"Crime,  Drama,  Thriller"
4417,6.7,Drama
4418,5.8,"Comedy,  Romance"
4419,6.5,"Crime,  Drama,  Thriller"
4420,7.2,Drama
4423,6.5,"Horror,  Mystery"
4424,6.2,"Comedy,  Romance"
4427,8.6,"Comedy,  Drama,  Family"
4428,6.5,Drama
4429,6.3,"Comedy,  Fantasy"
4434,6.7,"Fantasy,  Horror"
4435,6.7,Drama
4437,5.1,"Drama,  Fantasy,  Horror,  Thriller"
4446,7.0,"Action,  Crime,  Mystery,  Thriller"
4449,7.7,"Animation,  Family,  Fantasy,  Musical"
4450,6.7,Drama
4452,6.6,"Adventure,  Comedy,  Horror"
4458,8.2,"Comedy,  Crime"
4461,8.1,Drama
4462,7.2,"Comedy,  Drama"
4463,7.4,Drama
4464,6.5,Drama
4466,6.1,"Action,  Crime,  Drama,  Thriller"
4470,6.2,Comedy
4475,6.1,"Horror,  Mystery,  Thriller"
4484,7.2,Drama
4485,7.7,"Horror,  Mystery,  Thriller"
4486,7.1,"Comedy,  Crime,  Mystery"
4489,5.5,"Drama,  Sci-Fi,  Thriller"
4490,7.4,"Comedy,  Drama,  Romance"
4491,7.7,Drama
4493,7.8,"Crime,  Drama,  Mystery,  Thriller"
4494,6.6,"Comedy,  Drama"
4495,6.0,"Drama,  Sport"
4496,8.4,"Crime,  Drama,  Thriller"
4498,8.9,Western
4499,7.9,"Comedy,  Drama"
4500,6.0,"Comedy,  Drama"
4501,6.1,"Comedy,  Music"
4511,6.2,"Adventure,  Comedy,  Sport"
4515,6.8,Comedy
4518,5.9,"Action,  Drama,  Horror,  Thriller"
4522,6.1,"Sci-Fi,  Thriller"
4523,7.6,"Action,  Crime,  Thriller"
4530,8.1,"Drama,  Sport"
4532,6.8,"Fantasy,  Horror"
4534,5.7,"Horror,  Mystery,  Thriller"
4536,6.6,Horror
4537,7.3,"Action,  Adventure,  Thriller"
4538,5.0,"Horror,  Mystery,  Sci-Fi,  Thriller"
4539,7.0,"Fantasy,  Horror"
4540,3.4,Drama
4541,5.9,"Drama,  Horror,  Mystery,  Thriller"
4542,6.0,"Action,  Adventure,  Drama,  Sci-Fi,  Thriller"
4543,7.4,"Drama,  Romance"
4544,7.4,"Adventure,  Comedy,  Drama"
4545,4.2,Horror
4546,6.2,"Comedy,  Drama,  Music"
4551,5.4,"Adventure,  Horror"
4553,7.2,"Biography,  Comedy,  Drama,  Romance"
4556,6.7,"Comedy,  Drama,  Romance"
4557,7.5,"Comedy,  Drama,  Romance"
4561,7.2,"Crime,  Drama"
4562,7.4,"Documentary,  Music"
4563,5.6,"Comedy,  Drama"
4564,6.8,"Comedy,  Drama,  Romance"
4565,7.2,"Comedy,  Drama,  Music"
4566,7.7,Documentary
4567,7.0,"Comedy,  Drama,  Romance,  Sport"
4569,6.4,"Adventure,  Comedy,  Family,  Fantasy,  Horror"
4570,7.2,Drama
4571,7.2,"Crime,  Drama,  Mystery"
4574,6.2,"Comedy,  Sci-Fi"
4575,6.9,"Drama,  Romance"
4576,7.0,"Comedy,  Drama"
4577,6.7,Drama
4581,7.4,"Comedy,  Drama,  Fantasy,  Romance"
4583,6.1,"Comedy,  Drama,  Romance"
4584,6.7,"Drama,  Fantasy,  Thriller"
4585,8.2,"Biography,  Crime,  Documentary,  History"
4586,7.7,"Crime,  Documentary,  War"
4587,7.3,"Documentary,  Sport"
4590,7.6,"Adventure,  Biography,  Documentary,  Drama"
4592,5.6,"Action,  Drama"
4594,6.4,Horror
4595,6.8,"Comedy,  Crime,  Thriller"
4596,6.1,"Comedy,  Crime"
4599,6.0,"Action,  Comedy,  Fantasy,  Sci-Fi"
4601,6.1,"Crime,  Drama,  Thriller"
4602,5.5,"Drama,  Sci-Fi"
4603,6.9,"Comedy,  Drama,  Sci-Fi"
4606,4.1,"Action,  Drama"
4607,5.4,"Comedy,  Drama"
4631,7.0,"Crime,  Drama,  Mystery,  Thriller"
4638,8.2,"Crime,  Drama,  Romance"
4639,5.7,Comedy
4640,7.9,Drama
4642,7.1,"Crime,  Drama,  Thriller"
4643,6.4,"Drama,  Thriller"
4645,7.5,"Biography,  Drama,  Romance"
4646,6.4,"Comedy,  Fantasy,  Thriller"
4649,6.5,"Action,  Drama,  Thriller"
4650,7.2,"Comedy,  Drama,  Romance"
4653,6.0,Comedy
4655,5.6,"Drama,  Fantasy,  Sci-Fi"
4659,8.4,"Drama,  Mystery"
4661,7.5,"Comedy,  Drama"
4662,7.2,"Drama,  Romance"
4663,7.2,"Drama,  Romance"
4667,6.5,"Drama,  Thriller"
4671,6.4,"Comedy,  Horror"
4674,7.5,"Comedy,  Drama,  Music"
4676,6.9,"Action,  Adventure,  Animation,  Comedy,  Fantasy,  Sci-Fi"
4677,7.0,"Comedy,  Drama,  Romance"
4679,6.3,"Crime,  Horror,  Thriller"
4680,5.5,Horror
4681,4.8,"Drama,  Fantasy,  Horror,  Mystery,  Thriller"
4683,6.6,Drama
4684,5.2,"Crime,  Drama,  Horror,  Thriller"
4688,8.3,"Documentary,  Drama,  Sport"
4691,7.2,"Crime,  Drama"
4694,7.2,"Action,  Adventure,  Drama,  Romance"
4695,5.3,Horror
4696,7.2,Drama
4706,7.8,"Comedy,  Musical,  Romance"
4707,6.4,Horror
4708,8.1,"Documentary,  History,  Music"
4710,5.6,"Action,  Crime,  Drama"
4712,6.6,Drama
4719,7.7,"Comedy,  Musical"
4723,6.5,"Drama,  Romance"
4725,6.1,"Adventure,  Family,  Romance"
4726,5.7,"Adventure,  Biography,  Drama,  Horror,  Thriller"
4728,5.9,"Horror,  Sci-Fi"
4730,7.7,"Comedy,  Drama"
4731,7.1,Drama
4733,7.6,"Biography,  Documentary,  Sport"
4735,7.4,Drama
4736,6.8,Documentary
4737,6.5,"Drama,  Music"
4739,7.3,Drama
4740,7.3,"Crime,  Drama"
4741,6.5,"Crime,  Drama,  Romance"
4742,6.0,"Comedy,  Romance"
4743,5.3,"Crime,  Drama,  Thriller"
4744,6.6,"Comedy,  Drama"
4747,8.7,"Action,  Adventure,  Drama"
4750,6.2,Comedy
4751,5.8,"Comedy,  Fantasy,  Horror"
4752,6.7,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Sci-Fi"
4753,5.7,"Comedy,  Romance"
4754,6.1,"Drama,  Sport"
4755,6.4,"Drama,  Sci-Fi,  Thriller"
4758,4.6,"Comedy,  Horror"
4769,3.3,"Comedy,  Drama"
4778,6.4,"Adventure,  Family,  Fantasy"
4780,5.9,"Crime,  Drama"
4781,7.7,"Drama,  History,  War"
4783,7.1,"Comedy,  Drama,  Romance"
4784,6.2,"Comedy,  Horror,  Musical"
4786,7.7,"Comedy,  Musical,  Romance"
4788,7.5,"Comedy,  Drama,  Romance"
4791,6.9,Comedy
4792,7.1,"Crime,  Drama,  Thriller"
4793,6.3,Horror
4795,8.3,"Adventure,  Comedy,  Fantasy"
4796,7.1,Drama
4799,7.2,"Biography,  Documentary"
4802,6.9,Horror
4804,6.1,"Comedy,  Romance"
4812,6.3,"Musical,  Romance"
4814,6.1,"Horror,  Thriller"
4816,7.8,"Documentary,  Sport"
4817,4.7,"Action,  Drama"
4821,7.9,"Horror,  Thriller"
4827,6.7,"Comedy,  Drama"
4828,6.6,"Action,  Fantasy,  Horror,  Mystery,  Thriller"
4829,6.9,"Comedy,  Romance"
4830,7.1,"Comedy,  Drama"
4832,6.7,Drama
4833,7.1,Drama
4840,6.6,"Drama,  Sport"
4842,7.4,"Drama,  Fantasy,  Musical,  Romance"
4845,4.8,Thriller
4851,6.4,"Biography,  Crime,  Drama,  Thriller"
4852,7.3,"Comedy,  Drama,  Romance"
4853,6.9,"Comedy,  Drama,  Romance"
4855,7.2,"Crime,  Drama,  Romance"
4856,6.5,"Comedy,  Drama,  Romance"
4857,6.6,"Comedy,  Drama"
4858,6.7,"Comedy,  Drama,  Romance"
4860,7.3,"Mystery,  Sci-Fi,  Thriller"
4862,7.0,"Animation,  Comedy,  Drama,  Fantasy,  Sci-Fi"
4863,5.5,"Drama,  Mystery,  Thriller"
4864,6.7,"Drama,  Romance"
4868,3.9,"Drama,  Thriller"
4890,7.5,Documentary
4891,7.0,Drama
4893,6.7,"Adventure,  Horror,  Sci-Fi"
4896,7.4,"Comedy,  Drama"
4897,8.0,"Action,  Drama,  Western"
4905,7.1,"Crime,  Drama,  Thriller"
4915,7.7,"Crime,  Documentary"
4921,8.5,"Drama,  Family"
4922,7.7,"Drama,  Romance"
4923,6.5,"Comedy,  Romance"
4926,7.0,"Drama,  Romance,  Sci-Fi"
4928,5.5,"Crime,  Drama,  Thriller"
4930,6.3,"Comedy,  Drama,  Romance"
4931,7.9,"Drama,  Music,  Romance"
4933,7.4,Documentary
4936,7.5,"Horror,  Thriller"
4941,7.5,Documentary
4955,6.7,"Drama,  Sport"
4956,4.2,"Horror,  Thriller"
4959,7.0,Comedy
4962,7.0,"Comedy,  Horror,  Sci-Fi"
4964,6.8,"Comedy,  Crime,  Drama,  Horror,  Thriller"
4971,6.6,"Crime,  Horror,  Thriller"
4973,7.5,"Drama,  Mystery,  Thriller"
4975,5.3,"Biography,  Comedy,  Romance"
4977,7.3,"Comedy,  Documentary,  Drama"
4978,5.6,Comedy
4979,5.6,"Comedy,  Drama"
4984,6.6,"Comedy,  Drama,  Romance"
4987,6.3,"Comedy,  Drama,  Romance"
4997,7.5,Drama
4998,7.6,"Comedy,  Romance"
5008,7.8,Comedy
5011,7.3,"Comedy,  Drama"
5012,5.7,"Action,  Crime,  Drama,  Thriller"
5015,7.1,"Comedy,  Drama"
5025,6.1,"Comedy,  Crime,  Horror"
5026,6.9,"Drama,  Music,  Romance"
5027,7.5,Drama
5033,7.0,"Drama,  Sci-Fi,  Thriller"
5035,6.9,"Action,  Crime,  Drama,  Romance,  Thriller"
5042,6.6,Documentary
